"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2010-10","166","1","0","25","1","0.7","0.14","89","960","0.44","0.7","51.0","64.9","37.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2010-11","166","11","3","-21","4","2.5","0.54","77","2079","1.61","8.9","27.7","39.0","16.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2010-12","166",,"5","-12",,"6.0","0.18","53","3216","0.68","15.0","26.6","37.4","15.8"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2011-01","0","5","2","-24","3","1.8","0.10","52","4463","0.32","4.5","23.2","34.4","11.9"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2011-02","0","12","7","-25","6","4.0","0.18","54","5737","0.59","15.7","17.4","28.8","5.9"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2011-04",,"9","9","15","8","8.0","0.75","63",,"2.35","22.4","37.5","49.5","25.6"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2011-05",,"0","0","25","0","0.0","1.78","69",,"7.35","0.0","47.2","57.3","37.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2011-08",,"0","0","43","0","0.0","0.13","96",,"0.71","0.0","68.3","84.6","52.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2011-10",,"0","0","20","0","0.0","0.22","91",,"0.88","0.0","48.0","61.6","34.5"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2011-11",,"6","4","-7","2","2.0","0.19","60",,"0.57","8.7","31.5","43.6","19.3"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2011-12",,"6","3","-3","2","2.0","0.07","54",,"0.17","5.7","28.8","40.4","17.2"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-01","0",,"2","-20",,"6.8","0.39","62",,"0.60","11.2","26.7","39.5","14.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-02","0","7","2","2","2","2.0","0.09","52",,"0.23","5.0","27.3","38.2","16.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-03","0","2","2","10","6","6.0","0.48","67",,"0.85","7.0","40.1","53.7","26.6"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-04","4","3","3","19","6","4.0","0.79","84",,"2.64","8.5","45.4","58.4","32.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-05","5","1","1","24","2","2.0","0.45","83",,"1.56","2.0","49.2","62.3","36.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-06","27","0","0","37","0","0.0","0.61","92",,"1.48","0.0","59.1","73.5","44.7"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-07","230","0","0","41","0","0.0","0.65","97","8","0.83","0.0","71.3","88.7","53.9"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-08","356","0","0","35","0","0.0","0.43","99","62","0.74","0.0","67.4","85.3","49.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-09","378","0","0","30","0","0.0","0.09","92","240","0.09","0.0","59.8","77.4","42.3"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-10","378","4","1","11","2","2.0","0.27","80","946","1.26","3.0","42.2","55.0","29.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2012-11","378","7","3","-5","7","6.0","0.47","68","1810","0.64","8.0","36.2","47.4","25.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-01","0",,"3","-4",,"5.0","0.17","53",,"0.22","9.0","27.2","38.0","16.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-02","0","13",,"2","5",,"0.12","52",,"0.26",,"28.3","39.3","17.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-03","0",,,"2",,,"0.06","63",,"0.10",,"32.7","45.5","20.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-04","0",,,"5",,,"0.42","72",,"0.68",,"37.2","51.0","23.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-05","6",,,"13",,,,"87",,,,"51.6","64.4","38.7"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-06","19","0","0","33","0","0.0","1.49","86",,"3.79","0.0","57.7","71.0","44.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-07","139","0","0","43","0","0.0","0.87","94","24","1.69","0.0","68.1","83.9","52.3"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-08","275","0","0","44","0","0.0","0.43","100","38","0.96","0.0","68.9","85.5","52.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-09","329","0","0","30","0","0.0","1.03","94","247","3.74","0.0","59.8","74.4","45.2"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2013-10","329","2","2","16","1","2.0","0.41","75","933","1.57","3.8","42.9","57.8","27.9"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-02",,,"0","-31",,"0.5","0.20","50",,"0.38","1.2","14.5","25.9","3.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-03",,,,"-19",,,"0.73","63",,"1.12",,"28.2","39.4","17.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-04",,,,"1",,,"0.38","73",,"0.65",,"38.0","54.4","21.5"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-05",,,,"25",,,"0.34","79",,"1.64",,"50.6","63.2","38.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-06",,,,"36",,,"0.62","79",,"2.47",,"55.3","68.1","42.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-07",,,,"42",,,"0.54","91","28","1.47",,"68.2","84.4","52.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-08",,,,"41",,,"3.57","97","113","6.72",,"65.3","80.3","50.3"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-09",,,"0","28",,"0.0","0.96","90","428","2.34","0.0","54.8","68.2","41.5"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-10",,,,"17",,,"0.27","78","892","0.65",,"50.0","64.8","35.2"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-11",,"12","4","-17","2","1.5","0.15","70","2034","0.45","6.3","26.9","40.7","13.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2014-12",,,,"-22",,,"0.21","66","3158","0.35",,"28.8","41.4","16.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-01","0","23","3","-10","7","3.0","0.11","71","4272","0.31","7.3","27.7","40.2","15.3"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-02","0","12","4","-13","2","2.0","0.05","66","5288","0.20","8.3","28.7","40.7","16.7"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-03","0",,,"-8",,,"0.11","73","6068","0.34",,"39.8","54.0","25.7"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-04","0","3","3","17","2","2.0","0.62","76","6747","1.48","6.5","42.4","56.5","28.2"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-05","0","0","0","22","0","0.0","1.25","72","7259","3.79","0.0","48.5","60.0","37.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-06","64","0","0","36","0","0.0","0.46","96","7389","1.76","0.0","62.8","76.8","48.8"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-07","143",,"0","42",,"0.0","0.73","90","63","1.78","0.0","65.5","80.8","50.3"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-08","269",,,"34",,,"0.16","98","139","0.54",,"66.6","83.7","49.5"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-09","294",,,"29",,,"0.43","92","379","0.83",,"57.8","73.7","42.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-10","300","0","0","20","0","0.0","0.52","86","890","0.61","0.0","48.7","63.4","34.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-11","300",,"4","-5",,"2.0","0.24","64","1857","0.48","6.5","32.8","44.9","20.6"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2015-12","300","23","3","-5","5","4.0","0.18","58","3030","0.41","11.1","27.2","38.2","16.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-01","0","23","3","-4","5","4.0",,"58","4174",,"11.6","28.1","38.8","17.4"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-02","0",,"1","5",,"1.0","0.12","67","5020","0.26","1.5","35.8","48.1","23.5"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-03","0",,"3","10",,"3.0","0.15","69","5845","0.58","6.5","38.4","51.9","24.9"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-04","0","0","2","22","0","3.0","0.18","82","6436","1.24","4.5","45.3","58.5","32.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-06",,"0","0","36","0","0.0","0.32","90",,"1.02","0.0","61.7","77.6","45.9"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-07",,"0","0","41","0","0.0","0.86","93","56","1.68","0.0","66.0","82.1","50.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-08",,"0","0","37","0","0.0","0.54","91","141","1.38","0.0","64.3","80.4","48.2"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-09",,"0","0","31","0","0.0","1.19","98","452","3.38","0.0","55.3","68.5","42.2"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-10",,"0","1","13","0","5.0","0.92","79","1037","2.76","5.0","46.1","58.4","33.8"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-11",,"0","0","9","0","0.0","0.10","75","1700","0.14","0.0","42.9","56.3","29.5"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2016-12",,,,"-25",,,"0.08","45","3233","0.44",,"15.5","26.2","4.9"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-01","0",,"0","-17",,"0.0","0.15","55","4654","0.23","0.0","19.1","30.7","7.6"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-02","0",,"3","-15",,"3.0","0.12","69","5720","0.39","8.9","26.9","39.1","14.7"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-03","0",,"2","5",,"5.0","0.18","76","6581","0.37","7.5","37.2","50.0","24.5"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-04","0","0","2","14","0","3.5","0.35","73","7266","2.07","7.0","42.2","54.4","30.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-05","0",,,"30",,,"1.41","84","7657","2.93",,"52.4","65.8","39.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-06","24",,,"33",,,"1.21","90","7830","1.68",,"60.0","74.2","45.8"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-07","229","0","0","42","0","0.0","0.30","97","5","0.66","0.0","71.4","89.6","53.3"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-08","309","0","0","42","0","0.0","0.15","93","57","0.31","0.0","65.9","81.8","50.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-09","363","0","0","29","0","0.0","1.14","92","385","2.63","0.0","55.8","69.2","42.5"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-10","363",,,"19",,,"0.15","77","1057","0.60",,"43.3","57.5","29.2"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2017-11","363",,"2","-5",,"3.0","0.52","66","2032","1.17","5.8","32.5","43.4","21.6"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2018-02",,,"8","-22",,"4.0",,"46",,,"22.4","13.0","26.4","-0.3"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2018-04",,"0",,"-3","0",,"0.23","81",,"1.21",,"37.1","49.2","25.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2018-05",,"0","0","29","0","0.0","1.05","78",,"3.84","0.0","54.9","66.4","43.6"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2018-06",,"0","0","35","0","0.0","1.20","84",,"4.46","0.0","58.5","69.9","47.2"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2018-10",,"0",,"18","0",,"0.35","77",,"1.15",,"42.9","54.8","31.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2018-11",,,,"-1",,,"0.25","62",,"1.23",,"33.2","43.4","23.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2018-12",,,"0","-4",,"0.0","0.08","56",,"0.17","0.0","29.6","40.2","18.9"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2019-01","0",,"0","-9",,"0.0","0.11","56",,"0.41","0.0","28.7","40.8","16.5"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2019-02","0",,,"-22",,,,"46",,,,"13.0","26.2","-0.3"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2019-05",,"0","1","19","0","2.0","1.46","78",,"3.72","2.5","46.5","56.8","36.1"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2019-10",,"0","0","-5","0","0.0","0.30","71",,"0.85","0.0","34.9","47.0","22.9"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2019-11",,,"5","-8",,"5.0","0.17","65",,"0.78","16.8","31.5","42.8","20.2"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2019-12",,,"1","-1",,"1.8","0.15","57",,"0.30","2.1","30.4","40.9","20.0"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2020-01","0",,,"-21",,,"0.08","57",,"0.26",,"26.1","38.4","13.7"
"USC00245761","MOCCASIN EXPERIMENT STATION, MT US","2020-03",,"0",,"-7","0",,"0.09","67",,"0.43",,"30.5","42.1","18.9"
